Question Title,Question Slug,Question ID,Question Text,Topic Tagged text,Topic Tagged ID,Difficulty Level,Success Rate,total submission,total accepted,company tag,Likes,Dislikes,Hints,Similar Questions ID,Similar Questions Text
Check If Array Pairs Are Divisible by k,check-if-array-pairs-are-divisible-by-k,1620,Given an array of integers arr of even length n and an integer k. We want to divide the array into exactly n / 2 pairs such that the sum of each pair is divisible by k. Return true If you can find a way to do that or false otherwise. ,"Array,Hash Table,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDYy",Medium,40.5,75098,30395,,933,56,"Keep an array of the frequencies of ((x % k) + k) % k for each x in arr. for each i in [0, k - 1] we need to check if freq[k] == freq[k - i] Take care of the case when i == k - i and when i == 0",2301,Count Array Pairs Divisible by K
Number of Subsequences That Satisfy the Given Sum Condition,number-of-subsequences-that-satisfy-the-given-sum-condition,1621,"You are given an array of integers nums and an integer target. Return the number of non-empty subsequences of nums such that the sum of the minimum and maximum element on it is less or equal to target. Since the answer may be too large, return it modulo 109 + 7. ","Array,Two Pointers,Binary Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5",Medium,39.1,71143,27790,,1105,104,Sort the array nums. Use two pointers approach: Given an index i (choose it as the minimum in a subsequence) find the maximum j where j ≥ i and nums[i] +nums[j] ≤ target. Count the number of subsequences.,,
Max Value of Equation,max-value-of-equation,1622,"You are given an array points containing the coordinates of points on a 2D plane, sorted by the x-values, where points[i] = [xi, yi] such that xi < xj for all 1 <= i < j <= points.length. You are also given an integer k. Return the maximum value of the equation yi + yj + |xi - xj| where |xi - xj| <= k and 1 <= i < j <= points.length. It is guaranteed that there exists at least one pair of points that satisfy the constraint |xi - xj| <= k. ","Array,Queue,Sliding Window,Heap (Priority Queue),Monotonic Queue","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjM0,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDcx",Hard,46.9,63274,29650,,782,29,"Use a priority queue to store for each point i, the tuple [yi-xi, xi] Loop through the array and pop elements from the heap if the condition xj - xi > k, where j is the current index and i is the point on top the queue. After popping elements from the queue. If the queue is not empty, calculate the equation with the current point and the point on top of the queue and maximize the answer.",2036,Count Pairs in Two Arrays
Design a File Sharing System,design-a-file-sharing-system,1640,,"Hash Table,Design,Heap (Priority Queue),Data Stream","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDYz",Medium,44.8,6364,2853,,38,91,"Try to solve it by keeping for each file chunk, the users who have this chunk. Try to solve it by keeping all the users in the system with their owned chunks, and when you request a chunk, check all users for it.",355,Design Twitter
Countries You Can Safely Invest In,countries-you-can-safely-invest-in,1641,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,57.8,27916,16135,,159,19,,615,Average Salary: Departments VS Company
Can Make Arithmetic Progression From Sequence,can-make-arithmetic-progression-from-sequence,1626,"A sequence of numbers is called an arithmetic progression if the difference between any two consecutive elements is the same. Given an array of numbers arr, return true if the array can be rearranged to form an arithmetic progression. Otherwise, return false. ","Array,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5",Easy,69.8,111412,77739,,650,44,"Consider that any valid arithmetic progression will be in sorted order. Sort the array, then check if the differences of all consecutive elements are equal.",1752,Arithmetic Subarrays
Last Moment Before All Ants Fall Out of a Plank,last-moment-before-all-ants-fall-out-of-a-plank,1627,"We have a wooden plank of the length n units. Some ants are walking on the plank, each ant moves with a speed of 1 unit per second. Some of the ants move to the left, the other move to the right. When two ants moving in two different directions meet at some point, they change their directions and continue moving again. Assume changing directions does not take any additional time. When an ant reaches one end of the plank at a time t, it falls out of the plank immediately. Given an integer n and two integer arrays left and right, the positions of the ants moving to the left and the right, return the moment when the last ant(s) fall out of the plank. ","Array,Brainteaser,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjMy,VG9waWNUYWdOb2RlOjYxMDU1",Medium,54.8,27754,15220,,335,180,The ants change their way when they meet is equivalent to continue moving without changing their direction. Answer is the max distance for one ant to reach the end of the plank in the facing direction.,2317,Count Collisions on a Road
Count Submatrices With All Ones,count-submatrices-with-all-ones,1628,"Given an m x n binary matrix mat, return the number of submatrices that have all ones. ","Array,Dynamic Programming,Stack,Matrix,Monotonic Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU0",Medium,58.6,59639,34967,,1499,116,"For each row i, create an array nums where:  if mat[i][j] == 0 then nums[j] = 0 else nums[j] = nums[j-1] +1. In the row i, number of rectangles between column j and k(inclusive) and ends in row i, is equal to SUM(min(nums[j, .. idx])) where idx go from j to k.  Expected solution is O(n^3).",,
Minimum Possible Integer After at Most K Adjacent Swaps On Digits,minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,1629,You are given a string num representing the digits of a very large integer and an integer k. You are allowed to swap any two adjacent digits of the integer at most k times. Return the minimum integer you can obtain also as a string. ,"String,Greedy,Binary Indexed Tree,Segment Tree","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjI4,VG9waWNUYWdOb2RlOjI5",Hard,37.7,19494,7347,,310,20,"We want to make the smaller digits the most significant digits in the number. For each index i, check the smallest digit in a window of size k and append it to the answer. Update the indices of all digits in this range accordingly.",,
Find Root of N-Ary Tree,find-root-of-n-ary-tree,1650,,"Hash Table,Bit Manipulation,Tree,Depth-First Search","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx",Medium,78.1,26781,20929,,324,116,Node with indegree 0 is the root,1655,Move Sub-Tree of N-Ary Tree
Reformat Date,reformat-date,1283,"Given a date string in the form Day Month Year, where: Convert the date string to the format YYYY-MM-DD, where: ",String,VG9waWNUYWdOb2RlOjEw,Easy,61.8,63030,38962,,245,330,"Handle the conversions of day, month and year separately. Notice that days always have a two-word ending, so if you erase the last two characters of this days you'll get the number.",,
Range Sum of Sorted Subarray Sums,range-sum-of-sorted-subarray-sums,1615,"You are given the array nums consisting of n positive integers. You computed the sum of all non-empty continuous subarrays from the array and then sorted them in non-decreasing order, creating a new array of n * (n + 1) / 2 numbers. Return the sum of the numbers from index left to index right (indexed from 1), inclusive, in the new array. Since the answer can be a huge number return it modulo 109 + 7. ","Array,Two Pointers,Binary Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5",Medium,59.1,41099,24279,,560,102,Compute all sums and save it in array. Then just go from LEFT to RIGHT index and calculate answer modulo 1e9 + 7.,,
Minimum Difference Between Largest and Smallest Value in Three Moves,minimum-difference-between-largest-and-smallest-value-in-three-moves,1616,"You are given an integer array nums. In one move, you can choose one element of nums and change it by any value. Return the minimum difference between the largest and smallest value of nums after performing at most three moves. ","Array,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5",Medium,55.5,109003,60540,,1058,147,The minimum difference possible is is obtained by removing 3 elements between the 3 smallest  and 3 largest values in the array.,,
Stone Game IV,stone-game-iv,1617,"Alice and Bob take turns playing a game, with Alice starting first. Initially, there are n stones in a pile. On each player's turn, that player makes a move consisting of removing any non-zero square number of stones in the pile. Also, if a player cannot make a move, he/she loses the game. Given a positive integer n, return true if and only if Alice wins the game otherwise return false, assuming both players play optimally. ","Math,Dynamic Programming,Game Theory","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDcz",Hard,60.8,95502,58083,,1247,53,"Use dynamic programming to keep track of winning and losing states. Given some number of stones, Alice can win if she can force Bob onto a losing state.","1685,1788,1808,2002,2156","Stone Game V,Stone Game VI,Stone Game VII,Stone Game VIII,Stone Game IX"
Customer Order Frequency,customer-order-frequency,1654,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,73.6,36988,27237,,225,44,,,
Number of Good Pairs,number-of-good-pairs,1635,"Given an array of integers nums, return the number of good pairs. A pair (i, j) is called good if nums[i] == nums[j] and i < j. ","Array,Hash Table,Math,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDYy",Easy,87.9,325449,286227,,2366,141,"Count how many times each number appears. If a number appears n times, then n * (n – 1) // 2 good pairs can be made with this number.","2129,2225","Number of Pairs of Interchangeable Rectangles,Substrings That Begin and End With the Same Letter"
Number of Substrings With Only 1s,number-of-substrings-with-only-1s,1636,"Given a binary string s, return the number of substrings with all characters 1's. Since the answer may be too large, return it modulo 109 + 7. ","Math,String","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw",Medium,44.2,65615,28986,,508,22,"Count number of 1s in each consecutive-1 group. For a group with n consecutive 1s, the total contribution of it to the final answer is (n + 1) * n // 2.","1885,2186","Count Number of Homogenous Substrings,Count Vowel Substrings of a String"
Path with Maximum Probability,path-with-maximum-probability,1325,"You are given an undirected weighted graph of n nodes (0-indexed), represented by an edge list where edges[i] = [a, b] is an undirected edge connecting the nodes a and b with a probability of success of traversing that edge succProb[i]. Given two nodes start and end, find the path with the maximum probability of success to go from start to end and return its success probability. If there is no path from start to end, return 0. Your answer will be accepted if it differs from the correct answer by at most 1e-5. ","Graph,Heap (Priority Queue),Shortest Path","VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDc2",Medium,46.4,89945,41690,,1141,25,Multiplying probabilities will result in precision errors. Take log probabilities to sum up numbers instead of multiplying them. Use Dijkstra's algorithm to find the minimum path between the two nodes after negating all costs.,2090,Number of Ways to Arrive at Destination
Best Position for a Service Centre,best-position-for-a-service-centre,1638,"A delivery company wants to build a new service center in a new city. The company knows the positions of all the customers in this city on a 2D-Map and wants to build the new center in a position such that the sum of the euclidean distances to all customers is minimum. Given an array positions where positions[i] = [xi, yi] is the position of the ith customer on the map, return the minimum sum of the euclidean distances to all customers. In other words, you need to choose the position of the service center [xcentre, ycentre] such that the following formula is minimized: Answers within 10-5 of the actual value will be accepted. ","Math,Geometry,Randomized","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjM4,VG9waWNUYWdOb2RlOjYxMDc1",Hard,38.7,23873,9243,,161,197,"The problem can be reworded as, giving a set of points on a 2d-plane, return the geometric median. Loop over each triplet of points (positions[i], positions[j], positions[k]) where i < j < k, get the centre of the circle which goes throw the 3 points, check if all other points lie in this circle.",,
Move Sub-Tree of N-Ary Tree,move-sub-tree-of-n-ary-tree,1655,,"Tree,Depth-First Search","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx",Hard,64.9,2678,1737,,24,36,"Disconnect node p from its parent and append it to the children list of node q. If q was in the sub-tree of node p (case 1), get the parent node of p and replace p in its children list with q. If p was the root of the tree, make q the root of the tree.",1650,Find Root of N-Ary Tree
Find Users With Valid E-Mails,find-users-with-valid-e-mails,1664,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,61.0,29634,18077,,95,66,,,
Water Bottles,water-bottles,1642,"There are numBottles water bottles that are initially full of water. You can exchange numExchange empty water bottles from the market with one full water bottle. The operation of drinking a full water bottle turns it into an empty bottle. Given the two integers numBottles and numExchange, return the maximum number of water bottles you can drink. ","Math,Simulation","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDU1",Easy,60.4,80287,48484,,667,54,Simulate the process until there are not enough empty bottles for even one full bottle of water.,,
Number of Nodes in the Sub-Tree With the Same Label,number-of-nodes-in-the-sub-tree-with-the-same-label,1643,"You are given a tree (i.e. a connected, undirected graph that has no cycles) consisting of n nodes numbered from 0 to n - 1 and exactly n - 1 edges. The root of the tree is the node 0, and each node of the tree has a label which is a lower-case character given in the string labels (i.e. The node with the number i has the label labels[i]). The edges array is given on the form edges[i] = [ai, bi], which means there is an edge between nodes ai and bi in the tree. Return an array of size n where ans[i] is the number of nodes in the subtree of the ith node which have the same label as node i. A subtree of a tree T is the tree consisting of a node in T and all of its descendant nodes. ","Hash Table,Tree,Depth-First Search,Breadth-First Search,Counting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDYy",Medium,39.8,41122,16365,,379,357,Start traversing the tree and each node should return a vector to its parent node. The vector should be of length 26 and have the count of all the labels in the sub-tree of this node.,,
Maximum Number of Non-Overlapping Substrings,maximum-number-of-non-overlapping-substrings,1644,"Given a string s of lowercase letters, you need to find the maximum number of non-empty substrings of s that meet the following conditions: Find the maximum number of substrings that meet the above conditions. If there are multiple solutions with the same number of substrings, return the one with minimum total length. It can be shown that there exists a unique solution of minimum total length. Notice that you can return the substrings in any order. ","String,Greedy","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3",Hard,37.5,28535,10695,,464,56,"Notice that it's impossible for any two valid substrings to overlap unless one is inside another. We can start by finding the starting and ending index for each character. From these indices, we can form the substrings by expanding each character's range if necessary (if another character exists in the range with smaller/larger starting/ending index). Sort the valid substrings by length and greedily take those with the smallest length, discarding the ones that overlap those we took.",,
Find a Value of a Mysterious Function Closest to Target,find-a-value-of-a-mysterious-function-closest-to-target,1645," Winston was given the above mysterious function func. He has an integer array arr and an integer target and he wants to find the values l and r that make the value |func(arr, l, r) - target| minimum possible. Return the minimum possible value of |func(arr, l, r) - target|. Notice that func should be called with the values l and r where 0 <= l, r < arr.length. ","Array,Binary Search,Bit Manipulation,Segment Tree","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjI5",Hard,43.6,16901,7361,,260,10,"If the and value of sub-array arr[i...j] is ≥ the and value of the sub-array arr[i...j+1]. For each index i using binary search or ternary search find the index j where |target - AND(arr[i...j])| is minimum, minimize this value with the global answer.",,
Diameter of N-Ary Tree,diameter-of-n-ary-tree,1665,,"Tree,Depth-First Search","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx",Medium,73.1,41617,30411,,424,6,"For the node i, calculate the height of each of its children and keep the first and second maximum heights (max1_i , max2_i). Check all nodes and return max( 2 + max1_i  +  max2_i ).",543,Diameter of Binary Tree
Count Odd Numbers in an Interval Range,count-odd-numbers-in-an-interval-range,1630,Given two non-negative integers low and high. Return the count of odd numbers between low and high (inclusive). ,Math,VG9waWNUYWdOb2RlOjg=,Easy,48.1,146529,70473,,616,48,"If the range (high - low + 1) is even, the number of even and odd numbers in this range will be the same. If the range (high - low + 1) is odd, the solution will depend on the parity of high and low.",,
Number of Sub-arrays With Odd Sum,number-of-sub-arrays-with-odd-sum,1631,"Given an array of integers arr, return the number of subarrays with an odd sum. Since the answer can be very large, return it modulo 109 + 7. ","Array,Math,Dynamic Programming,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDY4",Medium,43.5,52460,22824,,754,31,"Can we use the accumulative sum to keep track of all the odd-sum sub-arrays ? if the current accu sum is odd, we care only about previous even accu sums and vice versa.",2242,Subsequence of Size K With the Largest Even Sum
Number of Good Ways to Split a String,number-of-good-ways-to-split-a-string,1632,"You are given a string s. A split is called good if you can split s into two non-empty strings sleft and sright where their concatenation is equal to s (i.e., sleft + sright = s) and the number of distinct letters in sleft and sright is the same. Return the number of good splits you can make in s. ","String,Dynamic Programming,Bit Manipulation","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE5",Medium,70.2,98161,68912,,1315,30,Use two HashMap to store the counts of distinct letters in the left and right substring divided by the current index.,,
Minimum Number of Increments on Subarrays to Form a Target Array,minimum-number-of-increments-on-subarrays-to-form-a-target-array,1633,You are given an integer array target. You have an integer array initial of the same size as target with all elements initially zeros. In one operation you can choose any subarray from initial and increment each value by one. Return the minimum number of operations to form a target array from initial. The test cases are generated so that the answer fits in a 32-bit integer. ,"Array,Dynamic Programming,Stack,Greedy,Monotonic Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDU0",Hard,68.0,35423,24071,,849,52,"For a given range of values in target, an optimal strategy is to increment the entire range by the minimum value. The minimum in a range could be obtained with Range minimum query or Segment trees algorithm.",,
Patients With a Condition,patients-with-a-condition,1670,"Table: Patients  Write an SQL query to report the patient_id, patient_name all conditions of patients who have Type I Diabetes. Type I Diabetes always starts with DIAB1 prefix Return the result table in any order. The query result format is in the following example. ",Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,49.2,37488,18449,,63,114,,,
Shuffle String,shuffle-string,1651,You are given a string s and an integer array indices of the same length. The string s will be shuffled such that the character at the ith position moves to indices[i] in the shuffled string. Return the shuffled string. ,"Array,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw",Easy,85.8,230975,198080,,1333,248,You can create an auxiliary string t of length n. Assign t[indexes[i]] to s[i] for each i from 0 to n-1.,,
Minimum Suffix Flips,minimum-suffix-flips,1652,"You are given a 0-indexed binary string target of length n. You have another binary string s of length n that is initially set to all zeros. You want to make s equal to target. In one operation, you can pick an index i where 0 <= i < n and flip all bits in the inclusive range [i, n - 1]. Flip means changing '0' to '1' and '1' to '0'. Return the minimum number of operations needed to make s equal to target. ","String,Greedy","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3",Medium,72.4,44336,32118,,636,32,"Consider a strategy where the choice of bulb with number i is increasing. In such a strategy, you no longer need to worry about bulbs that have been set to the left.",,
Number of Good Leaf Nodes Pairs,number-of-good-leaf-nodes-pairs,1653,You are given the root of a binary tree and an integer distance. A pair of two different leaf nodes of a binary tree is said to be good if the length of the shortest path between them is less than or equal to distance. Return the number of good leaf node pairs in the tree. ,"Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",Medium,59.6,42009,25053,,1069,21,"Start DFS from each leaf node. stop the DFS when the number of steps done > distance. If you reach another leaf node within distance steps, add 1 to the answer. Note that all pairs will be counted twice so divide the answer by 2.",,
String Compression II,string-compression-ii,1637,"Run-length encoding is a string compression method that works by replacing consecutive identical characters (repeated 2 or more times) with the concatenation of the character and the number marking the count of the characters (length of the run). For example, to compress the string ""aabccc"" we replace ""aa"" by ""a2"" and replace ""ccc"" by ""c3"". Thus the compressed string becomes ""a2bc3"". Notice that in this problem, we are not adding '1' after single characters. Given a string s and an integer k. You need to delete at most k characters from s such that the run-length encoded version of s has minimum length. Find the minimum length of the run-length encoded version of s after deleting at most k characters. ","String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz",Hard,38.0,29095,11048,,459,48,"Use dynamic programming. The state of the DP can be the current index and the remaining characters to delete. Having a prefix sum for each character can help you determine for a certain character c in some specific range, how many characters you need to delete to merge all occurrences of c in that range.",,
The Most Recent Three Orders,the-most-recent-three-orders,1671,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,71.1,21199,15065,,87,7,,1688,The Most Recent Orders for Each Product
Find the Index of the Large Integer,find-the-index-of-the-large-integer,1672,,"Array,Binary Search,Interactive","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDU5",Medium,50.9,8150,4151,,85,14,"Do a binary search over the array, exclude the half of the array that doesn't contain the largest number. Keep shrinking the search space till it reaches the size of 2 where you can easily determine which one has the largest integer.",786,Search in a Sorted Array of Unknown Size
Count Good Triplets,count-good-triplets,1656,"Given an array of integers arr, and three integers a, b and c. You need to find the number of good triplets. A triplet (arr[i], arr[j], arr[k]) is good if the following conditions are true: Where |x| denotes the absolute value of x. Return the number of good triplets. ","Array,Enumeration","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDY2",Easy,80.6,91439,73676,,416,860,"Notice that the constraints are small enough for a brute force solution to pass. Loop through all triplets, and count the ones that are good.",2122,Count Special Quadruplets
Find the Winner of an Array Game,find-the-winner-of-an-array-game,1657,"Given an integer array arr of distinct integers and an integer k. A game will be played between the first two elements of the array (i.e. arr[0] and arr[1]). In each round of the game, we compare arr[0] with arr[1], the larger integer wins and remains at position 0, and the smaller integer moves to the end of the array. The game ends when an integer wins k consecutive rounds. Return the integer which will win the game. It is guaranteed that there will be a winner of the game. ","Array,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDU1",Medium,48.8,49686,24246,,449,25,If k ≥ arr.length return the max element of the array. If k < arr.length simulate the game until a number wins k consecutive games.,,
Minimum Swaps to Arrange a Binary Grid,minimum-swaps-to-arrange-a-binary-grid,1658,"Given an n x n binary grid, in one step you can choose two adjacent rows of the grid and swap them. A grid is said to be valid if all the cells above the main diagonal are zeros. Return the minimum number of steps needed to make the grid valid, or -1 if the grid cannot be valid. The main diagonal of a grid is the diagonal that starts at cell (1, 1) and ends at cell (n, n). ","Array,Greedy,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDUz",Medium,45.8,24453,11191,,421,59,"For each row of the grid calculate the most right 1 in the grid in the array maxRight. To check if there exist answer, sort maxRight and check if maxRight[i] ≤ i for all possible i's. If there exist an answer, simulate the swaps.",,
Get the Maximum Score,get-the-maximum-score,1659,"You are given two sorted arrays of distinct integers nums1 and nums2. A valid path is defined as follows: The score is defined as the sum of uniques values in a valid path. Return the maximum score you can obtain of all possible valid paths. Since the answer may be too large, return it modulo 109 + 7. ","Array,Two Pointers,Dynamic Programming,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE3",Hard,39.1,41866,16373,,572,34,"Partition the array by common integers, and choose the path with larger sum with a DP technique.",,
Guess the Majority in a Hidden Array,guess-the-majority-in-a-hidden-array,1681,,"Array,Math,Interactive","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDU5",Medium,62.0,2158,1339,,63,36,"If you find that 2 indexes in the array (id1, id2) have the same value (nums [id1] == nums [id2]), you could infer the values of (x, y) based on the results of query (id1, id2, x, y).",,
Kth Missing Positive Number,kth-missing-positive-number,1646,"Given an array arr of positive integers sorted in a strictly increasing order, and an integer k. Find the kth positive integer that is missing from this array. ","Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx",Easy,55.5,284961,158113,,2359,172,Keep track of how many positive numbers are missing as you scan the array.,2305,Append K Integers With Minimal Sum
Can Convert String in K Moves,can-convert-string-in-k-moves,1647,"Given two strings s and t, your goal is to convert s into t in k moves or less. During the ith (1 <= i <= k) move you can: Shifting a character means replacing it by the next letter in the alphabet (wrapping around so that 'z' becomes 'a'). Shifting a character by i means applying the shift operations i times. Remember that any index j can be picked at most once. Return true if it's possible to convert s into t in no more than k moves, otherwise return false. ","Hash Table,String","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw",Medium,32.5,41223,13379,,277,227,Observe that shifting a letter x times has the same effect of shifting the letter x + 26 times. You need to check whether k is large enough to cover all shifts with the same remainder after modulo 26.,,
Minimum Insertions to Balance a Parentheses String,minimum-insertions-to-balance-a-parentheses-string,1648,"Given a parentheses string s containing only the characters '(' and ')'. A parentheses string is balanced if: In other words, we treat '(' as an opening parenthesis and '))' as a closing parenthesis. You can insert the characters '(' and ')' at any position of the string to balance it if needed. Return the minimum number of insertions needed to make s balanced. ","String,Stack,Greedy","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjE3",Medium,49.1,57233,28126,,627,132,"Use a stack to keep opening brackets. If you face single closing ')' add 1 to the answer and consider it as '))'. If you have '))' with empty stack, add 1 to the answer, If after finishing you have x opening remaining in the stack, add 2x to the answer.",2095,Minimum Number of Swaps to Make the String Balanced
Find Longest Awesome Substring,find-longest-awesome-substring,1668,You are given a string s. An awesome substring is a non-empty substring of s such that we can make any number of swaps in order to make it a palindrome. Return the length of the maximum length awesome substring of s. ,"Hash Table,String,Bit Manipulation","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE5",Hard,40.7,21634,8796,,508,11,"Given the character counts, under what conditions can a palindrome be formed ? From left to right, use bitwise xor-operation to compute for any prefix the number of times modulo 2 of each digit.  (mask ^= (1<<(s[i]-'0')). Expected complexity is O(n*A) where A is the alphabet (10).",,
Fix Product Name Format,fix-product-name-format,1686,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,63.1,20455,12909,,55,35,,,
Make The String Great,make-the-string-great,1666,"Given a string s of lower and upper case English letters. A good string is a string which doesn't have two adjacent characters s[i] and s[i + 1] where: To make the string good, you can choose two adjacent characters that make the string bad and remove them. You can keep doing this until the string becomes good. Return the string after making it good. The answer is guaranteed to be unique under the given constraints. Notice that an empty string is also good. ","String,Stack","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1",Easy,56.4,84276,47554,,691,51,The order you choose 2 characters to remove doesn't matter. Keep applying the mentioned step to s till the length of the string is not changed.,,
Find Kth Bit in Nth Binary String,find-kth-bit-in-nth-binary-string,1667,"Given two positive integers n and k, the binary string Sn is formed as follows: Where + denotes the concatenation operation, reverse(x) returns the reversed string x, and invert(x) inverts all the bits in x (0 changes to 1 and 1 changes to 0). For example, the first four strings in the above sequence are: Return the kth bit in Sn. It is guaranteed that k is valid for the given n. ","String,Recursion","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjMx",Medium,58.1,40446,23504,,469,38,"Since n is small, we can simply simulate the process of constructing S1 to Sn.",,
Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,1649,"Given an array nums and an integer target, return the maximum number of non-empty non-overlapping subarrays such that the sum of values in each subarray is equal to target. ","Array,Hash Table,Greedy,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDY4",Medium,46.4,41089,19048,,729,15,"Keep track of prefix sums to quickly look up what subarray that sums ""target"" can be formed at each step of scanning the input array. It can be proved that greedily forming valid subarrays as soon as one is found is optimal.",,
